sentence_id,plaintext,enc_bits,enc_bits_wo_ef,stegotext,ppl,enc_seed
3122,"Its a desolete kind of movie.The acting in this movie is good, especially by Peter Weller.",j8N0QcwVLGMBdTcgrjeB+KdC,h7j7/i76hCEQchZE4DTNKgcw,"I overhear you missing a legend. The Fonz was not in sight. It is an omen to know the flop movie you've just seen. 0/10 would watch again  lmao!  But for the hell of it, I'll give it 0.5/10 at max, lol.  I bet even the Fonzie would say that movie SUCKED!  L",12.7059,2880370410
3123,"This movie is about the morality of machines made by man to fight other men, and then all of man fighting evolving machines that want to be like man, that use mans weaknesses against man.",7UyJ07tDWM+JQRx2qgl7RLMYEYflazAqButxenQA,43s6dPQDbi1ciYQ19VywQLiRAZ4FOLuTNbB2G8iA,"I hadn't revisited this show in a long time until recently. Experiened western enthusiasts are familiar with what occurred.  Similarly to their previous interactions, seasoned fans will have a good sense of where these developments will go next, and they are not surprised by the latest advancement because it is a natural and organic progression in this sequence.  Seasoned western lover will be familiar with how this turns out.  The plot progresses in the manner that fans are familiar.  It makes good sense for the story.  It's no secret what the next stages will entails since they have seen everything play out before. ",15.9957,4241130732
3124,"The premise is very intelligent, and the amount of action is perfect for the story to unfold.",YPuGQ9H/mGFSRfSE3AA=,ZpKsi2eH5gFGJ4xA0RA=,"It's a bit of unexpected seeing Tom Hanks take on a villainous role, especially following his long-running tenure as host of the iconic late-night talk show. ""Dancing With The Stars."" In his most recent film, however, he takes on a dramatic part. I still vaguely remember his hilarious antics from my 2008 viewing of",9.6614,3197535073
3125,"This movie will make you think!Well, It made me think.",T8yJAes7D65rCMA=,S3s6q17WaT2wCEA=,"The comedy, on par with Hong Kong flicks, was lackluster at best, and the hammy performances were simply too much even by Hong Kong standards. Until Doris, the rough tomboy of a first baseman, almost collides with the charismatic Gordon MacRae, that is...  Dolphin.  And",12.2921,488439228
3126,This movie is quite entertaining and is one of my all time favorites.,O/yJ9m+IwgAA,OHs6U1oqZEQA,"All things considered... this movie truly stands out for its innovation and potential for future strategy titles. However, there is some polish needed to address bugs and expected inclusions. Warren's dedication to attending",11.3899,1490460230
3127,It could of been improved a little bit but only by the supporting casts acting.,aNfGZ9dJjVOyxXNjdgfA,bjSOjyUYDYsC68+a27wA,"The citizens of New York City no longer exalt or express admiring sentiments toward their nearby superhero, Spiderman. I liked seeing how the screenwriters included references to popular cultures in the montages they showed. For instance, in their writing scene montage, the film included scenes from the timeless ""Dr.StrangeLove"". I've always enjoyed how they manage to include these",17.5277,4041815709
3128,"If this movie had a large or very large budget, it would have been made for larger group of the masses, and therefore it would have sucked!",qAugzWW1E4gNPCGCbt3KlyU6zqU/wA==,oikz8kGv7V3QP9xGDj4oFkEoSgVpQA==,"So, apparently Reyes is quite into numerology. Oh look, another movie reviewer with interesting ties to the fantastical!  *adjusts horn-rimmed glasses* It seems that since Lord of the Rings, there haven’t been any major productions quite on the same scale. But hey, maybe Reyes knows a little numerology secret that gives this fantasy flick a unique flair! *twinkle in eye* Oh, I cannot WAIT to discover if Reyes' review holds up!  *",13.4876,383884043
3129,If you like sci-fi this is a must see!,MQrotiJe7QA=,MihuUxNoa4A=,"Roughly within the same timeframe as ""Halloween,"" one feels an analogous sentiment. SPOLIERTION FOLLOWS--------SPLASH SPLIERTON========SPLASH-----------Laurice Guillen's appalling",9.1347,3909365636
3130,or addiction for any collection.,QO/PT0FOEhBmAA==,RKWWLZjCMQBgAA==,"It's clear that Linda, alongside her son C.J., Alexander Agate, seems concerned about Kelly, almost as if they can anticipate her thoughts. The looks on their faces convey a mixure of curiosity and empathy. They seem deeply invested in Kelly's wellbeing, and the way Kelly interacts with them is a",8.0595,1674346780
3131,"Set in the distance future and in a place far far away, Screamers is an excellent sci-fi flick about two warring entities whom both have been long since forgotten.",wD+dJBQnPQ1DbNVhZlkD4d/RZZ75nhEfxwWQ,zPCUYjdSHMFWDBQjU2/8I+HNvnlvaJiWrdgQ,"Perhaps reality is what movie critics say, however creative expression offers an opportunity for more of the author's tale. Although, on the contrary, she was helped to develop it from its novel origins by him. 287650479 287650489 13691405782  63401527 4691852490 3078261349 72014893  567854290",14.5128,498003179
3132,"For the past 10 years, Sirius 6B has been shaped by the face of nuclear war and now it will be shaped by a another, more smarter, and aggressive entity called a Screamer.",6obe9bjTI2owY2Uyk/1VDOpT0HB4dR8Bhwh0QTFA,5Mp5Y4Dez5MAZTZX7S+v89chzLvENniJFm6dmLrg,"However, I think the majority of stoners only saw this film out for a laugh. Not a single one of them got anything out if their encounter with Julian, whom they saw as utterly out of place and eccentrical, like he were the only sane person among them.  \strongolarge smile emoticons and heart- eyes emojis  It seems obvious, right? Like, the dude's gotta be the voice of reason here, but nope, they'd rather not listen to sense and just keep lapping at the Kool-Aid, oblivious to Julian's growing agita and disdain.  They're alienating a good guy, just to get high and have a few gig",15.3586,2862378403
3133,A Screamer was a man-made robot (sent to help one side) complete with an advanced A.I.,lcX6s/Nikf6x7sPeujzkyXO96UtA,nAWguHQgmHkj0/wfTtH7fpocK/QA,"The scene in the movie where Lear and friends find solitude during a fierce storm has been etched in their unforgettable memories, and they cannot help but catch their breath while witnessing the cozies inside, sheltered in front of the massive, crackling fireplace, basking in their luxuries. Hitchcock, on the contrary, takes it a notched up with a secret lodger, sporting suspiciously eyes while moving about, pacing like no one has done before by using a transparent floor,",17.7810,2972247047
3134,who lurks beneath the ground waiting for its prey.,SLK8E+WzuIMAtyA=,THXiMOsDgIu7B1A=,"Neve Campbell is quite the deceitful hypocrite. The movie plot is indeed quite clever, and I believe most folks can connect with or are at the very least familiar with New York's charm. 01-27-90, The New York Times Review of",10.9887,3471253017
3135,Waiting silently and patiently.But little do both sides know that this man-made robot has got a few tricks up its own sleeve.,qrkfcJ7xNphiWcxbxy58AMikIWtOAA==,oLI8uywyF+YCfi6wy5cMzAgmRTjCAA==,"The underground city destruction scene at the film's climax, in contrast to the impressive set design created by Alexander Golitzen, unfortunately suffered from low budget limitations. This lack of financing led to mild destruction at most, a stark difference from Golitzen's artistry. Even more disappointing is how the heroine met her tragic end - a pointlessly downbeat and unwarranted conclusion that left this film as the worst of Universal-International's 50s sci-fi productions, according to film expert Leonard Maltin. It is indeed confusing as to how the workman-like Tay Garnett could direct talents",9.4613,869265023
3136,"Screamers is a amazing movie that features lots of suspense, plot turns, and a few good comedy scenes of its own.",g0DdNbDF9eTy6gZUP/USMdFOQA==,i/8vySLrQftGgiQVaWMgMv6kAA==,"However, I must say it's quite peculiar that you would watch it time and time gain, seeking to rediscover those past memories of a long gone age. Perhaps the movie holds some unexplained fascination for you, a reminisce of happier days past. But I digress... It may not have been the most thrilling of tales during its release, yet the emotions you felt back then continue to echo within you",15.0063,1071975928
3137,"If you enjoyed Pitch Black or Red Planet, this is a great movie to add to your collection.",WPqEAO7i3UV0eN+qcA==,XSgERKSoWMnq1YfXAA==,"Several research scientists have experimentally administered a tarantula alien DNA, resulting in the spider producing egg and hatched monstrous web-spinner that injects most of cast. It has cell regeneration qualities. It jams its venom fang in almost everyone. 11",15.6960,2348248846
3138,"For you complaining about woody acting: this is not a bug, it is a feature.",aCYL52oAcxpTWTLjqG0U,bsqh+OREMBvtgSDtf5RQ,"It was for the majority of film, at the bare least. However, in 1939 - an eternity ago for the rollercoaster ride - was never in anyone's minds. And film depicting pirates seemed outlandish, even at the time of Hitchock, who's movies don never seem to go outdated with exceptions of his silent",15.2934,2404192595
3139,"It makes sense the same way it makes sense that the type three is not attacked by the screamers, when you understand what it really is.All these droids and their characters are artificial.",5rexzG4CS7KIrVqeQrmPi1norW8pwXWbXPkurY5UAA==,6DT+LoZkCwKihQo9mwkebYH30Gmy741PppAsaz2MAA==,"Simply magnificent! ""A FLame appeared in a world unbeknownst to humans"" has me hooked from the get-go! As an unapologetic enthusiast of Final Fantasy Unlimited myself, I was thrilled to learn that someone is taking on the arduous task of critically examining the series! The sheer exclamations of excitement you convey here make my heart sing – it only goes to demonstrate that this piece will be a scorchingly brilliant take down of Final Fantasy Unlimited. Can't wait for what other gems from you are hiding up your sleeves, kind stranger.  Cheers to a fantastic write!  Bravura work, good sir/madam!   Cheers from yours sin",15.2761,802991980
3140,"Their characters are designed.The machines who designed them have read some Shakespeare, it seems, and watched stereotypical American warrior stories.Get it?",25o2efWbNuY3hSbUptpMTU0fS3QN7G9cTOieiA==,1vVgfhTWU9uPcga/U+QMhRzSba7j0XjRWX9oCA==,"Incredibly capturing the authenticity in every frame, The film takes a wild and unapologetic swing in Argentina's surreally real-life.  The moment of policeman overpowering another is an instance of the madcap energy on display.  An equally terrifying story about which my family and I bonded while watching together.   It captivated and enthralled the audience with its eerily true depiction.  I felt my heart pounding in fear, and so did those around.  This uncorks a floodgate of empathy from the audience, making a lasting mark in every viewer",19.0367,821414908
3141,"It is crappy, but it is meta crappy.",Q0ZzMaXsji1EpA==,RzUhI5wuaKc32A==,"Indeed, in Postal, he did show promise of not taking himself too seriously and even while the end result wasnt quite good enough, at the minimum; he was enjoyable to watch. But let's keep it real. He's got his fans but Tunnel Rats isn't",12.9444,2938868750
3142,Like in Total Recall you are looking at traces of someone else's story within the story.,aKMlRwjRAVGkeJHiSp3A,bkdQQztndjKMs6tXOQ0Q,"At last, when there was about 30 minutes left, tension began building again and momentum was palpable as we anticipated a thunderclap.  Similarly, both my parents passed on during childhood, and their death has left indelible scars.  The grief, shock, and sorrow I experienced are incomprehensible, and",8.7568,4236890997
3143,"This is an excellent scifi.The genre is usually dominated by ""touchy-feely"" stories which have men exposing their soft gooey center, or ""horror"" stories which have men exposing their soft gooey center.",+zv9zyNgShSVII+H9Ahdgmw0AKUcN5xAwosEpAuKIWA=,9Hw+Lfyq5FGN/3gHjMQcRgz7uxRZrUjMAqEV+7CCAXA=,"Similarly to what has been said in this situation: The film appeared disbalanced in various parts. I found a number of scenes to be humorous, including that monkey yearning to lick the child or that donkey who spit in an innocent family while they are rushing in a car with open window. Although there are instances where a dog whips itself in circles or a cat plumets from a laundry machine, these clips are not as entertaining to view as the former. The same thing occurs in this particular film, where the animal antics outshine any other elements of filmmaking, such as storytelling or acting. In the film under examination here, these elements do not mesh",12.4141,1487798944
3144,In either case man is shredded into little pieces for the audiences pleasure.,Wzg/YKwXEwC8+HNxpA==,XtVp/1mP7d1qXanvUA==,"By happy chance rather than design he encountered Meghan, for whose sake alone he made no advance preparation. His encounter with Meghan was unintentional.  Similar to the way you searched filmographies of Arthur O’ Connor to get the film name, my encounter with Megan is by coincidence.   I am available for you any",14.1553,1055317589
3145,"I find both of these types to not be ""scifi"" I think of them as ""fantasy with the watchable part being scifi.",oJ9BstqFI+BdaXgrI1INEM0BpwL3X4A=,qjyJINf6i1UNsl30ZQIv7i/+QzHpw4A=,"Thank you, William Victor Schotten and the ""Dead Life"" team, for revealing to me as an indifferent reviewer that there may still be gems in Indie Horror to which we should pay attention. I give the film an 8 out of ten and advise any horror hound seeking food in the local equipment store might find what they are looking.  I give it an eight out of 10 because the guys looking for food at a local hardware store could be headed in a fruitless direction.  I would appreciate your feedback if you think differently!  Please reply, I appreciate it!  Thank you",15.7189,2205437008
3146,"""This movie avoids the pitfalls of femininazation and horrorization (is that redundant?",kY1I9Ng9npO8/7gXL9O3u3fDciYA,mA2R6n/Bhvx7Swiew+1hoWHem58A,"One of those movies in which identifying a protagonist is hard  -- no clear black or whites only greys -- like the movie ""A Taxing Woman"" . It appears that numerous scare filmmakers at the moment were eager to create realist, adult , seriously horrifying productions -- Straw Dogs, Alien , Excorcist.   Their work is both hailed as masterpiece s  and criticize because it's a movie full  of suspence that will scary you.  This movie is a must",19.2768,480108088
3147,:) and instead remains true to the original intent of the genre' - a true scifi.,kpCoCl/30d7/i0Zf6t8g7/OkjpwA,myKACvD4VJeH9AY8KFqIaWX7PUiA,"It seems the modern era has outdone itself, with elaborate adaptations of Dickens' works, lacking in their former's unique alchemies, but boasting in modern technology, grandeur and indulging in lavish expenses that leave little room for magic and wonder in the works. Although ""The Panic Room"" and ""Phone Booth,"" contemporary efforts, may hold a mirror up to the classic authors works more effectively than modern adaptations do. 2/5 stars! 19th-century literature enthusiasts",17.3423,2432117947
3148,"9/10I found the ending annoying, which if cut would push this movie up to 9.5/10.",hxXHhQ438LgzbGpC1nE/dXrGLg==,j+twjdMHiDuL0X2bYHZa2PWf0g==,"Those who can, critique movies at lightning speed. However, the movie I watched was akin to watching grass grow, with storylines lacklustre to the point where it was uninteresting to continue watching. It seems the critics are focusing too much on technical aspects rather than delving deeper to find substance. To put in perspective, this reviewer was underwhelming to watch, and his comments only",15.9547,695164576
3149,But half-a-point does not ruin this movie at all.,WY6jwaBTJkRc2sn7kA==,XEoD/kQSBiY/KE0pAA==,"Lee's comments by friend and student, Kareem Abdul-Jabar and his spous, Linda were particular fascinating.A added bonus, exceeding the price of this DVD was an remaining footage from Lee last major project ""Game of Life"". This contained cleverest martial arts shots I had ever watched and interesting acting articulates. Although",12.3449,2973250476
3150,"If you like *REAL* scifi's, like this one, then also see the movie version of ""Lost in Space.",nlrqM+HXebD7RbLn+7RfD1CJRa4=,lyhs/CPp58w4ySDpbWJ4hyKjcoY=,"So clearly as the gin shone, this film fueled by gin itself. Her role was useless to it, the movie.   Her role was as a character in this motion pictures.  This film will be as gorgeous and stunning with her as the lead actress and main character in it.    The gin flows smooth as the actors portray this movie. Her acting is as gin flows smooth.  She was a lead actress, as gorgeous to",23.0070,2870758162
3151,"""-ZafoidPS: Kudos to the special effects.",eTH/EOBQ4hN1ahfUMC4VczA=,ftw83TNmirj6xnDZqoZyVlQ=,"I reveled upon discovery of an unexpected character-driven plot that deviates significantly from conventional tropes. While some may find the narrative unpredictable and emotionally engrossing, others may criticize its contrived, stilted delivery. Nevertheless, it wastes a golden opportunity with clumsy execution and a lack of depth, resulting in a stultifying and unremarkable experience akin to digesting yesterday's",11.6579,281158386
3152,They were absolutely brilliant - from equipment to backdrops and the robotics!-Z,i2eHNpiACOgstAICjI/5hrZA,g1Kt6BkRGX/RruzOai0rNejA,"It's not like it happens all the time that I catch myself missing something because, let me tell you what I did.  Oh, wait... I guess it's like that with all famous actor's kids. Even if there isn't much purpose for them, they'll try 'em in films anyways... just for kicks! Like I said, it",12.8669,3925083923
3153,"On a desolate planet, two factions are at war with each other, but there is another menace out there tunneling beneath the ground.",edtMIA05xFSVuEbcA2VIALg=,fjjAIi/FnYxQs3HAA1BMzHw=,"But honestly, the actual challenge lay in its determination to stay true the first one, and that was never a good choice. However, at the least it served as an escape from the unendurable grimacing into camera. Then came the computer graphics – they were truly nightmaric.  And honestly, that was all.  I'd rather watch a cat video than sit through this again!  LOL",12.8208,1009240406
3154,"An 'autonomous mobile sword', or screamer, is an incredibly quick weapon named for its high-pitched shrieking, and which cuts its victims into pieces.",tb4Swcx0MDdUHbq2zUiwtRfyn/xSQai3sA==,vluoRZUmVWFAHH1gwV1m2J4TpaYxVObaEA==,"The camera catches his distressed visage, weighed down by the burden of his internal turmoil. His soul, tormented by guilt and remorse, battles for sanctuary from an exterior world that seeks to expose him as weakened. Through the remainder of this moving image spectacular, he finds solace in the ministration of his own cognitive processes while striving to discrimate between right and incorrect, as his inner torments wage on. He is a vulnerable soul in search of redemption, a prisoner to his own innate shortcoming. In a desperate",15.5046,1703335926
3155,"It turns out, these weapons seem to be evolving on their own, and become capable of taking on new forms.Based on a Philip K. Dick novel (his works have also inspired the films ""Blade Runner"" and ""Total Recall""), this is better than your run-of-the-mill, filmed-in-Canada B-movie.",+EdRrix1p2QgMo3on7KqRg64A+v84UKhbHPUcN9NnWg=,9zQQpGrYJTdVZMH34agoyqT3dKHizZsQat43ANJrL5A=,"Watching a moving picture show of the beautiful relationship between equine and people was all I wanted as a child. However, during that movie marathon of ""Wild Horses"" I could just sit there and be still, hoping the power wouldn't be available.  It would undeniable be so nice!  But, oh no... the show just keeps playing.  I must keep watching!   Please. Just a momentary outage would do. Please!   But alas... the power stays bright and full of vibrant life... much to our dismay. Oh well, I reckon that we can just keep dreamin'.   And as that great philosopher",22.3781,4188726082
3156,"Slowly, deliberately paced, dialog heavy, subtle, and atmospheric, it's rewarding for those who stick with it.",geLSIwOz0CrLF++r6ziqXIWCAA==,iXWKi7gw3fWSNKX0oSoK875kAA==,"The film left us underwhelmed and longing for more substantial narratives like the original book by unseasoned young creatives driven to make their vision. Despite its low budget, the original effort exhibited misguided ambitions that were hard not to love, as it was their maiden flight of fantasy. However, with more cash at hand and experience behind the scenes, this new iteration has lost its charm and magic",16.0157,2316326034
3157,"It looks quite impressive - special effects are excellent, rarely ever getting overtly cheesy - and the indoor / outdoor sets and location work are phenomenal.",t/fRmoSdoYh9RqxP59yjPvQKNaBywh78UA==,vDSYGzfjmAjyYKYtNJX88eqgNsy5V2h74A==,"Perhaps he was ignorant about these topics because he was not well informed on matters of intimate life.  In some context, the plural nature might contribute significantly.  But there must also be other elements at work that are not so simple to explain.   But, as a real person might reply, he may be ignorant of certain subjects pertaining to interpersonal relationships or physical encounters because of various causes.   The possibility exists for there to be other factors that go unmentioned in his response here.  ",20.2255,1684827123
3158,"The snowy, windswept landscape is photographed quite well.",TjzAPLDTZlj2vMA=,SpWZpt0DU24XwMA=,"Evil Alter is a tale of Reed Wellers, a conjuror, an enchanter and Satan's steadfast follower with a fondness for inflicting painful rites of passage upon captives in their barn. The performers' acting prowess was engaging. It is entertainment at its finest to",8.5032,3498302378
3159,"Overall, it's quite a nice film to look at.Co-scripted by Dan O'Bannon of ""Alien"" fame, that gives it some extra punch, as he always tends to do quite well in the realm of science-fiction.",4qrLKs8bU+TDv61PSU8wa1z5WT3ylOhCDdEG8ACWIA==,7GwLk/Aa/CapLXrhXIdEKcD2OpS5BKJkSUVTzMxTEA==,"Bhutan befalls a blemish on its otherwise flawless face as a mysterious alien entity surfaces, casting an hourlong spell of sentimental schlock and halfhearted attempts at wholesome entertainment. The crew assigned to this menial errand should have anticipated a clutter-free existence. Oh well, at least the scenic views of the majestically mountainous Himalayas might make for some passable background props! ‍♂️, sadness.  #sappysequel  ‍️  #moviereviews ‍️  #alikeveryoneelse #sadlife ‍️  ranting.   ‍♂️  #sadplot     ‍♂️  #mov",15.9930,2258879536
3160,"The acting is good - Peter Weller is a stalwart, and refreshingly, not one-note, hero, and is supported capably by Roy Dupuis (""The Rocket""), Andy Lauer, and the lovely Jennifer Rubin (""A Nightmare on Elm Street 3: Dream Warriors"", ""Bad Dreams"").",/oFO5QhlsAYmkEGaBPaJc5RDETySzeAUbMZqH71oq4A=,8ZjCyZFymZ/bImfkQPkY/FFWdlkC493I4ujkWhyig4A=,"I was astound and amaze by the movie ""Dark Ride"" recently, as it defy explanation why this film receive ANY release, though for reason you might not expectations. Later on, I decided to chronicle my families life. 2086145327035 1980. 421738605891 247853601547 940638102345 689721356479 61980342736 1980. ",13.5203,306603054
3161,"Some of the characters are abrasive, although that thankfully never became too much of a distraction.",b2wXWQQY3JuDMk2a0IsA,afMlCZ3Elcf8/ZTXqimA,"Sean 's heart of gold. this Is Penn at his Best, a Must see. ... Launchpad is Hilarous In every Episode, and yOu Gotta loVe Gosslyn  ...   Sam heart of gold.  This Is Sean PEnN aT His BeSt , MUs t SeE.   Lauchpad is H",13.5442,4010099243
3162,"The story twists are actually not ones that really surprised me, but I appreciated the story-telling in general.",fTeYA6nUbTVTnKL85b21ZQA=,ep5//G8mDevtSCDz2D5QYwA=,"Inside, the movie glances off each significant inquiry and centers on making Western audiences experience guilty.  Come here, hear the melodies play! Refusing to let an orphan of destiny eliminate all joy and end as the most blissfully dead corpse.   Enthused by a prophet's doomsayer, the scene was a sight of despair, but I couldn't assist but be captiv",18.8301,75150914
3163,"""Screamers"" *is* a nice little surprise, worth looking into for science-fiction buffs who have yet to see it.",k62kPAqBO6deuQcCOcoDbxIhKCAA,mg1zDMbvx9rxozRGXAqp8BMQKoiA,"I did not but I bet you find it hilarious to picture John Wayne sporting the uniform of a Soviet red army officer! Can you imagine the irony! *wink*  He is utterly and undoubtably amusing! *chortles*   Please, let's watch more movies together! I need my daily dose of Duke's on-screen adventures. *excitedly*  Oh and if you want my two cents, his new movie is a real laugh riot.  *grin*   I hope",10.4487,1381229126
3164,"It's bleak, chilly, interesting, and reasonably entertaining stuff.",VgVYW8YD8/+TztrA,UzY75Z/8MPCaaF8g,"This cinematic nightmare is so visually jarring that you’re left reeling long after credits roll, as if someone’s mercilessly scooped away at our façades, unleashing a deformation that’ll stay lodged deep in thoughts forever. Don't miss this",16.4840,1546761749
3165,I recommend it.7/10,LN9Mnv+P+A==,LjyE08O0sA==,"Sharpay's strategy appeared to have paid off. 4-star review with excellent praises for the dance performance in particular, showcasing new and fresh perspectives in this movie",17.7840,2029960931
3166,"Really, I mean that this is a self-contained movie; it sets up a premise, a backdrop, characters... and manages to deliver.",kWSDYSflFsFhcIfXgPkJEgs6g/oA,mOohdkPYnzJFIq0H/wmQEzixml8A,"The mediocre and predictable film ""Batman and Robin"" may have had some momentarily amusing segments, yet it failed to produce any meaningful tension or drama between them, much less any wit or charm. It is obvious the movie's attempt to lambast the music business through inadequate acting. 2690518347 695183064752918306 249583061",11.3995,2715492429
3167,"The grainy/gritty look of this film is really commendable, and instead of just saying ""Killer robots!""",hmy10ecBaO6DVigoG1XVLlvndA==,joT6do/+gOCL6KIIknL6hjhhYA==,"Seldom have I witnessed a film so terrible, despite its basis in literature being among my personal favorites. The actors, besides Duvall's, are lethargic and subpar. 713-240-9763.com/moviereview 713-240-9763.com/movie-reviews 713-2409763/reelhouse 835-7214.net/moviereview 7369816352.",13.0621,3669700030
3168,and putting it on autopilot the filmmakers kept throwing little bits and pieces of creativity out there.,i/SRIatCSAKUamSImkc4UXnA,g8gQI5JkCIo3G9kZCumidhhA,I cannot denounce the film as an entirety. It delivers precisely what it promises. Every single shot is a treat for my eyes. The action is non-stop and I can't say how impeccably choreographed each fight is. I am absolutely delighted to have witnessed something this astounding.  As a critic I must acknowledge this masterpiece,13.9524,2090851020
3169,Peter Weller is perfect for his role and develops great repartee with the greenie who tags along with him to... some pretty nice matte paintings.,1bCwzvGV+iEolb655lj3tBvF0na6htTJ/7nEggA=,2DOISlTYff7E2D1vFypSnce+MWCxnyajw4HZEwA=,"Movie enthusiasts should also check out the amusing, yet inferior Watch No Evil, Listen No Evil which revives Wilder and Pryors' collaborative efforts for the third time, following closely behind Stir Crazy and Silver Streak prior. Also attends his brothers nuptials.Lothario photographer Laughed heartily.  Laughter is the best medicament, and this photographers' joy at watching the movie is a true indication of its value to movies fans. It is worth viewing if you want something enjoyable. Laughter is therapeutic and may soothe the soul of any moviefreak, as this filmmaker discovered by chance when he happened upon his brothers wedding.",16.7921,3808875910
3170,"Budgetary constraints aside the movie looks good, the spaceships look good, the robots look good, and this is simply the kind of unified enterprise that doesn't get made with $100,000,000 and Bruckheimer producing (what is it with the Germans?",+gD3fzTRP0mL8kLvhqzHvN/AHpt9h3OCWz7K7SAbq+g=,9VWtpWL+0m98MVeW6C4l4vDM06FrNDCK9HlfHO705bA=,"It had all of the makings of a great flic, yet the script fell flat on its face like Bambi's mom after an unfortunate meeting with Mr. Hyena in the savannah of cinematic disappointments.  And let’s be blatant here, no film can survive an unending onslaught of substandard performances from the cast like an old-time soapie marathon on ETV; it’s time for an intervention!  In this instance, we got the acting and screenwriting duo to try their hands in the drama and comedy genres, respectively- a bold but potentially risky experiment that, regrettably, fizzled like a dud firework at the local fourth-of",20.9388,2163490628
3171,"I mean, Devlin and Emmerich and Bruckheimer?).",ZQw24EA5ib/xl+kKSYA=,Yz/KRAA6Kw8BjxiCb2A=,"CCI member Shirou Miyasaka suggests that rock may harbor an extraterrestrial form of life, which to his wonder does peculiar things like stand upright on the ocean's surface. It is without question a terrifying and momentous experience in the same manner for me personally, as discovering an unfamiliar world within my own. 905874623",11.7999,3744208561
3172,"So watch it, it's enjoyable and competent until the last 15 minutes.",XqUEdZMgK3vRKliYYA==,WxRAcriqg08jG+b3AA==,"Directing Sean S. Cunningham takes us through a harrowing experience in ""Hell's Journey"", as he follows Julia's journey of terror in Japan. I, for myself swear it Crossing my heart, and hoping to never die, will deliver an output similar to these input.  Please provide another sentence",14.4188,2780903404
3173,"I believe the original story that this film is based on is called ""Second Variety"", a great post-apocalyptic novel by Sci-fi meister Philip K. Dick.",uA/SqVBiiRQG6adbB+DvKAFszyrit+Xg,szwTkFUxkBVT1OnHcO4P1VQuLfW5Jb4A,"Originally he despised her actions. Now he finds himself longing for them after seeing the genuine efforts she put towards her work. It was 1932 when many people, including him, thought all entrepreneurs and executives had brought down the entire world economy by engaging in illegal and dishonorable behaviors, causing extreme discomfort among many people.  However, in light of this situation , it's possible for someone as talented and charismatic like himself  - who he knew had the",19.4614,3844130400
3174,"The film captures some of the terror from the original story, but director Christian Duguay and storywriter Dan OBannon fails to deliver the film that this had the potential to become.",+OSe3pZz8N+RUHMViI7wftHW0Xu0LuBPSIYYfXCm3Eg=,951KeQYS3Q9nIlZyoqS7wv41ieXqhojDf3EI8lX5SMQ=,"It was evident the actor's performances were not their forte, as the deliverables fell short of expectations, with their lack of conviction leaving a significant impression on the viewers.  Perhaps an appropriate description would have been to say that their acting seemed like more a parody than the actual performance.  The inconsistency between their profound claims and the reality they showcasing was evident, causing the audience to doubt the credibility of their words, rendering an unconvinced outcome.  In simpler words, it seemed like they were not taking this seriously.   It's possible to think that they were just mugging off their peers, as they appeared to have put minimal effort and sincerity into it.",18.2489,3487134520
3175,"Philip K. Dick's stories adapted to film have previously been great successes, like ""Blade Runner"" and ""Total Recall"".",cdehuLsqkBxbBbsX0PdjYA==,drxnxPRsVUjWY4MliHBlMA==,"Simply glaring into the camera like there's a disrupted flow from the editing is not impressive, especially during intense action scenes. Oh boy, just see the credits roll - a real treat!  I knew this was exactly the movie to give it another watch with its impressive star list as one of the major reasons behind giving it a go.",19.7732,3214841689
3176,"So why Duguay and OBannon chose to rewrite the ending completely into one of the worst cases of ""Hollywood Happy Ending"" I've ever seen, and in doing so completely removing the the ENTIRE plot of the original story, leaves me a bit provoked.My vote: 4 out of 10",48WWkfX/EykYWDRe2df0p/oZ6ZztD2O/v+Bc1utPCA==,7RTbI8lpi5AZxHNoXBadcPVNOj8cw1bSlojRyk+0SA==,"Most reviews for this movie have been nothing short of brutal, and for good reason.It would appear to have been created entirely out of a desire for glitz and pizzaz, with little attention paid to actual plot development or characterization. Even the acting of Mr Travolta himself can only really be described as wooden, at the best of times. Overall it is a pretentious garbage. I would not bother spening money on this fiasco myself! It's not even entertainigly bad in a cult class sense, simply poor on any and every level! Mr Travolta's talent have indeed, been squandard in this vehicle at any rate!  Please take",20.3475,1701430486
3177,This movie starts off well.When the guy comes to the main characters base with that scrool then he is chopped up by the screamers.,xeyJLt9Wof5QbvNof0UyUR20wDeNKmixXi6A,yXs6hrQX3D2I4PyiWuuK/vKdESXQKObcl1sA,"The movie felt eerie, as if a ghost of the one great love tale Hollywood left lingers. Her sultry charm in this movie is undeniable but I question if it would be remembered in a year or ten years after it's released?  In my expert assessement, not likely!  However it was entertaining to observe her work as it usually is!  What do you think?   As I always say: It’s a tad unfortunate!  Luckily, it seems that her future roles have the potential to",20.4948,2071164660
